EnrolmentID,StudentID,AllCourseID,AcademicYear,Age,ClassSize,Age_CourseStart,Sum of HasChildcareFund,Sum of HasHardshipFund,HE,FE,FT,GenderCode,EthnicityCode,DisabilityCode,Count of CourseCodeID,Sum of Confirmed,Sum of HoursPerWeek,Sum of LengthOfCourse,MaritalStatusCode,MoACode,Sum of NumberOfWeeks,Sum of PlannedLearningHours,OutcomeTitle,PT,ReligionCode,ScqfLevelCode,Semester2Start,SexualOrientationCode,Sum of SIMD_Rank
1548786,56926,BD1A,2022,40,12,38,0,0,N,Y,N,F,10,1,1,1,5,1,3,7,40,180,"Completed, student not assessed as programme/course/programme element not designed to be assessed",Y,2,4,N,1,1106
1423895,110428,BD1A,2022,47,12,46,0,0,N,Y,N,F,10,1,1,1,5,1,1,7,40,180,"Completed, student assessed but not successful",Y,1,4,N,1,1167
1423912,36182,BD1A,2022,61,12,60,0,0,N,Y,N,F,10,1,1,1,5,1,3,7,40,180,"Completed, student assessed and successful",Y,1,4,N,1,646
1423244,190631,BD1B,2022,25,12,24,0,0,N,Y,N,F,10,2,1,1,5,1,3,7,40,480,Withdrawn from programme/course and destination unknown,Y,1,4,N,1,69
1423097,156311,BD1B,2022,39,12,38,0,0,N,Y,N,F,10,99,1,1,5,1,4,7,40,480,Withdrawn from programme/course and destination unknown,Y,1,4,N,6,69
1215086,146442,BE1A,2021,18,30,16,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,584
1217480,127585,BE1A,2021,19,17,16,0,0,Y,N,N,M,10,2,1,1,0,1,4,9,34,80,"Completed, student assessed but not successful",Y,1,7,N,6,6300
1229799,175309,BE1A,2021,19,21,16,0,0,N,Y,N,M,10,1,1,1,8,1,4,9,22,160,"Completed, student assessed and successful",Y,1,5,N,1,187
1236363,158932,BE1A,2021,19,21,17,0,0,N,Y,N,F,10,9,1,1,8,1,3,9,22,160,Withdrawn from programme/course and destination unknown,Y,1,5,N,1,1772
1217182,77789,BE1A,2021,19,30,17,0,0,N,Y,N,F,10,2,1,1,0,1,4,9,36,160,Withdrawn from programme/course and destination unknown,Y,11,5,N,1,6704
1203487,141046,BE1A,2021,20,30,18,0,0,N,Y,N,M,10,99,1,1,0,1,4,9,36,160,Enrolled but never attended,Y,3,5,N,1,2100
1207552,136959,BE1A,2021,20,30,18,0,0,N,Y,N,M,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,3280
1208983,85546,BE1A,2021,20,30,18,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,Withdrawn from programme/course and destination unknown,Y,11,5,N,4,5106
1212016,126960,BE1A,2021,20,30,18,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,Enrolled but never attended,Y,11,5,N,1,2165
1211380,93564,BE1A,2021,20,67,17,0,0,N,Y,N,M,10,1,1,1,0,1,3,9,33,120,"Completed, student assessed and successful",Y,1,6,N,6,2257
1229282,91914,BE1A,2021,21,21,19,0,0,N,Y,N,F,10,1,1,1,8,1,4,9,22,160,"Completed, student assessed but not successful",Y,1,5,N,1,148
1213127,170481,BE1A,2021,21,30,18,0,0,N,Y,N,M,33,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,3,5,N,1,1106
1225105,149254,BE1A,2021,21,30,19,0,0,N,Y,N,F,14,1,1,1,0,1,4,9,36,160,Enrolled but never attended,Y,1,5,N,1,3789
1212859,151163,BE1A,2021,22,17,20,0,0,Y,N,N,F,10,2,1,1,0,1,4,9,34,80,"Completed, student assessed and successful",Y,1,7,N,6,6796
1229267,83281,BE1A,2021,22,21,20,0,0,N,Y,N,F,10,1,1,1,8,1,4,9,22,160,"Completed, student assessed but not successful",Y,11,5,N,1,1880
1212580,97295,BE1A,2021,22,30,19,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,1,5,N,6,3102
1216221,135111,BE1A,2021,22,30,20,0,0,N,Y,N,M,31,1,1,1,0,1,3,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,1964
1206923,113001,BE1A,2021,23,10,21,0,0,Y,N,N,M,10,90,1,1,0,2,3,9,34,240,Withdrawn from programme/course and destination unknown,Y,1,7,N,1,3569
1201781,109893,BE1A,2021,23,17,21,0,0,Y,N,N,M,10,1,1,1,0,1,3,9,34,80,"Completed, student assessed and successful",Y,1,7,N,1,148
1214189,97832,BE1A,2021,23,22,21,0,0,Y,N,N,F,17,10,1,1,9,2,3,9,33,360,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,5,8,N,1,3942
1212565,128151,BE1A,2021,23,30,20,0,0,N,Y,N,M,10,1,1,1,0,1,4,9,36,160,Withdrawn from Programme/Course and commenced employment,Y,1,5,N,1,5425
1224399,71824,BE1A,2021,23,30,20,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,Withdrawn from Programme/Course and commenced employment,Y,1,5,N,1,5170
1212348,87064,BE1A,2021,23,67,21,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,33,120,"Completed, student assessed and successful",Y,11,6,N,4,78
1209055,126576,BE1A,2021,24,10,22,0,0,Y,N,N,F,10,1,1,1,0,2,3,9,34,240,Enrolled but never attended,Y,11,7,N,1,4221
1224897,104224,BE1A,2021,24,17,21,0,0,Y,N,N,M,10,1,1,1,0,1,4,9,34,80,Withdrawn from Programme/Course and commenced employment,Y,2,7,N,6,5887
1216951,176558,BE1A,2021,24,20,22,0,0,N,Y,N,F,31,1,1,1,0,1,3,9,41,120,"Completed, student assessed and successful",Y,1,6,N,1,1891
1229283,94920,BE1A,2021,24,21,21,0,0,N,Y,N,F,10,10,1,1,8,1,4,9,22,160,"Completed, student assessed and successful",Y,1,5,N,1,3115
1213335,94774,BE1A,2021,24,30,22,0,0,N,Y,N,F,10,2,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,1106
1213401,96035,BE1A,2021,24,30,22,0,0,N,Y,N,M,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,3446
1213677,12130,BE1A,2021,24,30,22,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,11,5,N,6,5127
1213975,71032,BE1A,2021,24,30,22,0,0,Y,N,N,F,31,1,1,1,6,2,4,9,40,240,Withdrawn from programme/course and destination unknown,Y,1,7,N,1,1106
1207469,91767,BE1A,2021,24,67,22,0,0,N,Y,N,F,31,99,1,1,0,1,3,9,33,120,Enrolled but never attended,Y,1,6,N,4,463
1217341,94459,BE1A,2021,25,0,23,0,0,N,Y,N,M,10,1,1,1,40,1,4,9,9,360,"Completed, student assessed and successful",Y,1,6,N,1,3558
1215500,81973,BE1A,2021,25,22,23,0,0,Y,N,N,F,31,1,1,1,9,2,3,9,33,360,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,8,N,1,2165
1201792,171105,BE1A,2021,25,30,22,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,36,160,Enrolled but never attended,Y,1,5,N,,967
1211213,65783,BE1A,2021,25,30,22,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,Withdrawn from programme/course and destination unknown,Y,11,5,N,6,1833
1207114,73685,BE1A,2021,25,30,23,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,"(COVID) student is eligible to progress to next level without successfully completing current course, no need to complete unfinished units next year",Y,11,5,N,1,314
1211672,77394,BE1A,2021,25,30,23,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,2913
1212756,70935,BE1A,2021,25,30,23,0,0,N,Y,N,M,10,1,1,1,0,1,4,9,36,160,Enrolled but never attended,Y,2,5,N,1,1828
1215001,80430,BE1A,2021,25,30,23,0,0,N,Y,N,M,10,1,1,1,0,1,4,9,36,160,"Completed, student assessed and successful",Y,11,5,N,1,4246
1215970,175667,BE1A,2021,25,30,23,0,0,N,Y,N,F,31,1,1,1,0,1,3,9,36,160,Withdrawn from programme/course and destination unknown,Y,1,5,N,1,667
1216390,76920,BE1A,2021,25,30,23,0,0,N,Y,N,F,31,1,1,1,0,1,4,9,36,160,Withdrawn from programme/course and destination unknown,Y,1,5,N,1,2722
1222723,11421,BE1A,2021,26,0,24,0,0,N,Y,N,F,10,1,1,1,40,1,3,9,9,360,"Completed, student assessed and successful",Y,1,6,N,1,6077
1223174,50630,BE1A,2021,26,10,24,0,0,Y,N,N,F,10,1,1,1,0,2,3,9,34,240,Withdrawn from programme/course and destination unknown,Y,1,7,N,1,2867
1205262,6921,BE1A,2021,26,14,24,0,0,Y,N,N,M,10,1,1,1,6,2,3,9,40,240,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,7,N,1,6130
1202648,167946,BE1A,2021,26,30,23,0,0,Y,N,N,F,31,1,1,1,6,2,4,9,40,240,(COVID) student unable to complete course and is expected to return next session to complete outstanding units and also to start another course,Y,1,7,N,1,332
1211671,11059,BE1A,2021,26,30,23,0,0,Y,N,N,M,10,1,1,1,6,2,3,9,40,240,(COVID) student unable to complete course and is expected to return next session to complete outstanding units and also to start another course,Y,1,7,N,1,3276
1212561,111120,BE1A,2021,26,30,24,0,0,Y,N,N,F,31,1,1,1,6,2,1,9,40,240,(COVID) student unable to complete course and is expected to return next session to complete outstanding units and also to start another course,Y,1,7,N,1,1644
1203285,3296,BE1A,2021,27,10,24,0,0,Y,N,N,F,10,1,1,1,0,2,4,9,34,240,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,3,7,N,1,6469
1203596,135103,BE1A,2021,27,17,24,0,0,Y,N,N,M,11,2,1,1,0,1,4,9,34,80,Enrolled but never attended,Y,4,7,N,1,845
1203403,48069,BE1A,2021,27,17,25,0,0,Y,N,N,M,10,1,1,1,0,1,4,9,34,80,"Completed, student assessed and successful",Y,1,7,N,1,5953
1211876,172497,BE1A,2021,27,30,24,0,0,N,Y,N,M,31,1,1,1,0,1,3,9,36,160,Withdrawn from Programme/Course and commenced employment,Y,1,5,N,1,4665
1224389,63937,BE1A,2021,27,30,24,0,0,Y,N,N,F,10,1,1,1,6,2,4,9,40,240,Enrolled but never attended,Y,1,7,N,1,2913
1214781,172438,BE1A,2021,27,67,25,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,33,120,"Completed, student assessed and successful",Y,1,6,N,1,2505
1204007,9796,BE1A,2021,28,17,25,0,0,Y,N,N,M,10,1,1,1,0,1,4,9,34,80,"Completed, student assessed and successful",Y,1,7,N,1,5095
1224178,21116,BE1A,2021,28,17,26,0,0,Y,N,N,M,10,1,1,1,0,1,4,9,34,80,"Completed, student assessed but not successful",Y,1,7,N,1,3419
1207427,167088,BE1A,2021,28,67,25,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,33,120,Withdrawn from programme/course and destination unknown,Y,1,6,N,1,866
1214478,62968,BE1A,2021,28,67,25,0,0,N,Y,N,F,11,1,1,1,0,1,4,9,33,120,Withdrawn from programme/course and destination unknown,Y,3,6,N,1,6002
1213206,117773,BE1A,2021,28,67,26,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,33,120,Enrolled but never attended,Y,1,6,N,1,3981
1215052,9841,BE1A,2021,29,10,27,0,0,Y,N,N,F,10,1,1,1,0,2,3,9,34,240,Enrolled but never attended,Y,1,7,N,1,4144
1216019,176465,BE1A,2021,29,20,26,0,0,N,Y,N,F,10,9,1,1,0,1,3,9,41,120,Withdrawn from programme/course and destination unknown,Y,1,6,N,1,3259
1215051,17462,BE1A,2021,29,22,27,0,0,Y,N,N,F,10,1,1,1,9,2,3,9,33,360,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,8,N,1,2438
1207561,3079,BE1A,2021,29,23,26,0,0,Y,N,N,F,10,99,1,1,0,2,4,9,34,240,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,7,N,1,2497
1211459,2137,BE1A,2021,29,23,27,0,0,Y,N,N,F,10,1,1,1,0,2,1,9,34,240,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,7,N,4,2213
1212690,38471,BE1A,2021,29,30,26,0,0,N,Y,N,F,10,1,1,1,0,1,3,9,36,160,"Completed, student assessed and successful",Y,1,5,N,1,3204
1213156,13631,BE1A,2021,29,67,27,0,0,N,Y,N,F,10,9,1,1,0,1,3,9,33,120,"Completed, student assessed and successful",Y,11,6,N,1,1767
1213807,7423,BE1A,2021,29,67,27,0,0,N,Y,N,F,10,1,1,1,0,1,4,9,33,120,"Completed, student assessed and successful",Y,1,6,N,1,6044
1217343,3416,BE1A,2021,30,0,28,0,0,N,Y,N,F,10,1,1,1,40,1,2,9,9,360,"Completed, student assessed and successful",Y,1,6,N,1,6295
1203277,127987,BE1A,2021,30,10,27,0,0,Y,N,N,F,10,1,1,1,0,2,4,9,34,240,Student has progressed to next year and has achieved 70% of the credits undertaken,Y,1,7,N,1,4231
1213098,175315,BE1A,2021,30,17,27,0,0,Y,N,N,M,10,1,1,1,0,1,3,9,34,80,"Completed, student assessed but not successful",Y,1,7,N,1,1704
